,country,duration_seconds,english_cname,file_id,file_name,file_url,genus,latitude,license,location,longitude,recordist,recordist_url,sonogram_url,species,type,remarks,full_name
331,United States,2,Bewick's Wren,407684,XC407684.mp3,https://www.xeno-canto.org/407684/download,Thryomanes,33.7329,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Joshua Tree National Park, (Lost Palms Oasis Trail), California, United States",-115.8023,markbird,https://www.xeno-canto.org/contributor/UIQYYBLWFM,https://www.xeno-canto.org/sounds/uploaded/UIQYYBLWFM/ffts/XC407684-med.png,bewickii,song,"XC407684 Â© markbird // Joshua Tree National Park, (Lost Palms Oasis Trail), California (33.7329, -115.8023), United States // 950m // 10:00h, 2018-03-19 // song // Audio amplified, filtered, and cropped / Singing from desert habitat adjacent to oasis /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
332,United States,4,Bewick's Wren,110651,XC110651.mp3,https://www.xeno-canto.org/110651/download,Thryomanes,34.285,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Bill Williams River NWR, Arizona, United States",-114.069,Lauren Harter,https://www.xeno-canto.org/contributor/YQNGFTBRRT,https://www.xeno-canto.org/sounds/uploaded/YQNGFTBRRT/ffts/XC110651-med.png,bewickii,Song,"XC110651 © Lauren Harter // Bill Williams River NWR, Arizona (34.285, -114.069), United States // 150m // ?h, 2012-05-30 // Song // also:  Yellow-breasted Chat",Bewick's Wren (Thryomanes bewickii eremophilus)
333,United States,5,Bewick's Wren,412862,XC412862.mp3,https://www.xeno-canto.org/412862/download,Thryomanes,34.465,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Santa Barbara, California, Inspiration Point Trail, United States",-119.7125,Thomas G. Graves,https://www.xeno-canto.org/contributor/KGOCOOKTTU,https://www.xeno-canto.org/sounds/uploaded/KGOCOOKTTU/ffts/XC412862-med.png,bewickii,call,"XC412862 Â© Thomas G. Graves // Santa Barbara, California, Inspiration Point Trail (34.465, -119.7125), United States // 300m // 08:02h, 2018-04-23 // call // So familiar, but I had to post this one as a mystery. Thanks for the help. Of course itâs a Bewickâs Wren: Iâm so used to these two notes being followed by its song.  I should have mentioned the N. Flicker in the original comments, but it was in the full report as a background species. /  / bird-seen:no /  / playback-used:no // also:  Northern Flicker",Bewick's Wren (Thryomanes bewickii)
334,United States,7,Bewick's Wren,210782,XC210782.mp3,https://www.xeno-canto.org/210782/download,Thryomanes,34.273,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Barley Flats Road, San Gabriel Mountains, Los Angeles County, California, United States",-118.0494,Lance A. M. Benner,https://www.xeno-canto.org/contributor/MDZVOPUOXU,https://www.xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC210782-med.png,bewickii,song,"XC210782 © Lance A. M. Benner // Barley Flats Road, San Gabriel Mountains, Los Angeles County, California (34.273, -118.0494), United States // 1400m // 08:10h, 2015-01-18 // song // Recorded in an area of recovering chaparral that burned extensively in 2009. /  / Equipment: Olympus LS-10, Sennheiser ME62, and a Telinga 22 inch parabolic dish. /  / Modifications to the file: cropped. /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
335,United States,7,Bewick's Wren,289021,XC289021.mp3,https://www.xeno-canto.org/289021/download,Thryomanes,34.2876,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Bill Williams River NWR, Mohave County, Arizona, United States",-114.0652,David Vander Pluym,https://www.xeno-canto.org/contributor/IBYEFBUOWZ,https://www.xeno-canto.org/sounds/uploaded/IBYEFBUOWZ/ffts/XC289021-med.png,bewickii,call,"XC289021 © David Vander Pluym // Bill Williams River NWR, Mohave County, Arizona (34.2876, -114.0652), United States // 150m // 07:40h, 2014-04-12 // call // Part of a longer cut (which includes XC289018 and XC289020 ). High pass filter ran and amplified. Edge of a tamarisk/cottonwood/willow area with a mesquite edge. /  / bird-seen:no /  / playback-used:no // also:  Verdin",Bewick's Wren (Thryomanes bewickii eremophilus)
336,United States,9,Bewick's Wren,110652,XC110652.mp3,https://www.xeno-canto.org/110652/download,Thryomanes,34.285,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Bill Williams River NWR, Arizona, United States",-114.069,Lauren Harter,https://www.xeno-canto.org/contributor/YQNGFTBRRT,https://www.xeno-canto.org/sounds/uploaded/YQNGFTBRRT/ffts/XC110652-med.png,bewickii,Call,"XC110652 © Lauren Harter // Bill Williams River NWR, Arizona (34.285, -114.069), United States // 150m // ?h, 2012-06-11 // Call // Natural calls; single-note scold and double-note call. // also:  Song Sparrow, White-winged Dove",Bewick's Wren (Thryomanes bewickii eremophilus)
337,United States,9,Bewick's Wren,217823,XC217823.mp3,https://www.xeno-canto.org/217823/download,Thryomanes,33.1395,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Yaqui Wells. California, United States",-116.3878,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC217823-med.png,bewickii,call,"XC217823 © Paul Marvin // Yaqui Wells. California (33.1395, -116.3878), United States // 460m // 08:27h, 2012-03-15 // call //  /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
338,United States,10,Bewick's Wren,109632,XC109632.mp3,https://www.xeno-canto.org/109632/download,Thryomanes,37.3144,http://creativecommons.org/licenses/by-sa/3.0/,"McClellan Ranch Preserve, Santa Clara, California, United States",-122.0632,Jonathon Jongsma,https://www.xeno-canto.org/contributor/OJMFAOUBDU,https://www.xeno-canto.org/sounds/uploaded/OJMFAOUBDU/ffts/XC109632-med.png,bewickii,alarm call,"XC109632 © Jonathon Jongsma // McClellan Ranch Preserve, Santa Clara, CA (37.3144, -122.0632), United States // 100m // 07:50h, 2012-09-03 // alarm call // Agitated calls in response to pishing /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
339,United States,10,Bewick's Wren,305608,XC305608.mp3,https://www.xeno-canto.org/305608/download,Thryomanes,34.04,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Scorpion Canyon, Santa Cruz Island, CA, United States",-119.577,Nick Komar,https://www.xeno-canto.org/contributor/ODAYZINCOA,https://www.xeno-canto.org/sounds/uploaded/ODAYZINCOA/ffts/XC305608-med.png,bewickii,call,"XC305608 © Nick Komar // Scorpion Canyon, Santa Cruz Island, CA (34.04, -119.577), United States // 3m // 14:00h, 2016-02-22 // call // Calling from thick vegetation near caretaker's residence. Recording edited. /  / bird-seen:no /  / playback-used:no // also:  House Finch",Bewick's Wren (Thryomanes bewickii nesophilus)
340,United States,11,Bewick's Wren,208130,XC208130.mp3,https://www.xeno-canto.org/208130/download,Thryomanes,35.2751,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Montana de Oro State Park, CA, United States",-120.8814,Thomas G. Graves,https://www.xeno-canto.org/contributor/KGOCOOKTTU,https://www.xeno-canto.org/sounds/uploaded/KGOCOOKTTU/ffts/XC208130-med.png,bewickii,song,"XC208130 © Thomas G. Graves // Montana de Oro State Park, CA (35.2751, -120.8814), United States // 20m // 14:39h, 2014-12-20 // song //  /  / bird-seen:no /  / playback-used:no // also:  Northern Flicker",Bewick's Wren (Thryomanes bewickii)
341,United States,12,Bewick's Wren,325268,XC325268.mp3,https://www.xeno-canto.org/325268/download,Thryomanes,38.6878,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Rafter 7 Ranch, Lyon County, Nevada, United States",-118.9891,Bobby Wilcox,https://www.xeno-canto.org/contributor/YHKQPPJDVP,https://www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC325268-med.png,bewickii,"male, song","XC325268 © Bobby Wilcox // Rafter 7 Ranch, Lyon County, Nevada (38.6878, -118.9891), United States // 1500m // 10:00h, 2016-06-20 // male, song // Interesting BEWR song that sounds an awful lot like an Orange-crowned Warbler, but typical BEWR calls before long trill give it away.  Bird seen after it switched songs but I'm 99% sure it was the same bird.  About 30-40' from me when singing, from a dense riparian willow/buffaolberry thicket. /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
342,United States,12,Bewick's Wren,375914,XC375914.mp3,https://www.xeno-canto.org/375914/download,Thryomanes,39.4524,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Edwards Creek, Churchill County, Nevada, United States",-117.7097,Bobby Wilcox,https://www.xeno-canto.org/contributor/YHKQPPJDVP,https://www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC375914-med.png,bewickii,call,"XC375914 © Bobby Wilcox // Edwards Creek, Churchill County, Nevada (39.4524, -117.7097), United States // 1800m // 08:30h, 2017-06-09 // call // From some willow shrubs about 15ft from me.   Amplified and high pass filter with Audacity.  Recorded on Olympus LS-P2. /  / bird-seen:yes /  / playback-used:no // also:  Song Sparrow",Bewick's Wren (Thryomanes bewickii)
343,United States,13,Bewick's Wren,289165,XC289165.mp3,https://www.xeno-canto.org/289165/download,Thryomanes,34.2797,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Borrow Pit, Bill Williams River National Wildlife Refuge, La Paz County, Arizona, United States",-114.0585,Eric Hough,https://www.xeno-canto.org/contributor/BCFUZDOSJZ,https://www.xeno-canto.org/sounds/uploaded/BCFUZDOSJZ/ffts/XC289165-med.png,bewickii,"male, song","XC289165 © Eric Hough // Borrow Pit, Bill Williams River National Wildlife Refuge, La Paz County, Arizona (34.2797, -114.0585), United States // 150m // 09:00h, 2015-07-29 // male, song // Amplification, low and high pass filters used in Audacity. /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
344,United States,13,Bewick's Wren,307236,XC307236.mp3,https://www.xeno-canto.org/307236/download,Thryomanes,38.6959,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Folsom, Sacramento County, California, United States",-121.1276,Shannon Skalos,https://www.xeno-canto.org/contributor/LSHENFFFYU,https://www.xeno-canto.org/sounds/uploaded/LSHENFFFYU/ffts/XC307236-med.png,bewickii,song,"XC307236 © Shannon Skalos // Folsom, Sacramento County, California (38.6959, -121.1276), United States // 160m // 13:00h, 2016-02-07 // song // Wren was visible and calling while foraging through Oak Woodland habitat. Weather was sunny and warm. /  / bird-seen:yes /  / playback-used:yes",Bewick's Wren (Thryomanes bewickii)
345,United States,14,Bewick's Wren,306324,XC306324.mp3,https://www.xeno-canto.org/306324/download,Thryomanes,33.5448,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Murrieta, Riverside County, California, United States",-117.2695,Nick Komar,https://www.xeno-canto.org/contributor/ODAYZINCOA,https://www.xeno-canto.org/sounds/uploaded/ODAYZINCOA/ffts/XC306324-med.png,bewickii,song,"XC306324 © Nick Komar // Murrieta, Riverside County, California (33.5448, -117.2695), United States // 550m // 10:20h, 2016-02-20 // song // Recording edited. /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii charienturus)
346,United States,14,Bewick's Wren,360348,XC360348.mp3,https://www.xeno-canto.org/360348/download,Thryomanes,38.5116,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Lake Berryessa Monticello Dam, Napa County, California, United States",-122.1088,Jim Holmes,https://www.xeno-canto.org/contributor/FIDXCHEYJO,https://www.xeno-canto.org/sounds/uploaded/FIDXCHEYJO/ffts/XC360348-med.png,bewickii,song,"XC360348 © Jim Holmes // Lake Berryessa Monticello Dam, Napa County, California (38.5116, -122.1088), United States // 150m // 09:30h, 2017-03-19 // song // response to its song /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
347,United States,14,Bewick's Wren,435718,XC435718.mp3,https://www.xeno-canto.org/435718/download,Thryomanes,35.2751,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Montana de Oro State Park, CA, United States",-120.8814,Thomas G. Graves,https://www.xeno-canto.org/contributor/KGOCOOKTTU,https://www.xeno-canto.org/sounds/uploaded/KGOCOOKTTU/ffts/XC435718-med.png,bewickii,call,"XC435718 Â© Thomas G. Graves // Montana de Oro State Park, CA (35.2751, -120.8814), United States // 20m // 12:02h, 2018-09-08 // call //  (Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch RochÃ© parabola). /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
348,United States,15,Bewick's Wren,313895,XC313895.mp3,https://www.xeno-canto.org/313895/download,Thryomanes,35.1303,http://creativecommons.org/licenses/by-nc-sa/4.0/,"San Luis Obispo County, California, United States",-119.9624,Karen Converse,https://www.xeno-canto.org/contributor/ESJGANLDAH,https://www.xeno-canto.org/sounds/uploaded/ESJGANLDAH/ffts/XC313895-med.png,bewickii,song,"XC313895 © Karen Converse // San Luis Obispo County, California (35.1303, -119.9624), United States // 650m // 06:40h, 2016-04-14 // song // The song I am trying to identify is a buzzy chatter, with sharp chips from California towhee and occasional calls from ash-throated flycatcher and mourning dove. Audio file cut to minimize extraneous sounds and highlight the target species. /  / bird-seen:no /  / playback-used:no // also:  California Towhee, Ash-throated Flycatcher, Mourning Dove",Bewick's Wren (Thryomanes bewickii)
349,United States,16,Bewick's Wren,306129,XC306129.mp3,https://www.xeno-canto.org/306129/download,Thryomanes,33.0791,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Escondido, San Diego County, California, United States",-117.0613,Nick Komar,https://www.xeno-canto.org/contributor/ODAYZINCOA,https://www.xeno-canto.org/sounds/uploaded/ODAYZINCOA/ffts/XC306129-med.png,bewickii,song,"XC306129 © Nick Komar // Escondido, San Diego County, California (33.0791, -117.0613), United States // 120m // 14:00h, 2016-02-18 // song // Recording edited, spliced for clarity. /  / bird-seen:yes /  / playback-used:no // also:  Song Sparrow",Bewick's Wren (Thryomanes bewickii charienturus)
350,United States,16,Bewick's Wren,122643,XC122643.mp3,https://www.xeno-canto.org/122643/download,Thryomanes,34.201,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Big Santa Anita Canyon, San Gabriel Mountains, Los Angeles County, California, United States",-118.019,Lance A. M. Benner,https://www.xeno-canto.org/contributor/MDZVOPUOXU,https://www.xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC122643-med.png,bewickii,song,"XC122643 © Lance A. M. Benner // Big Santa Anita Canyon, San Gabriel Mountains, Los Angeles County, California (34.201, -118.019), United States // 980m // 11:02h, 2013-02-24 // song // Recorded on the Mt. Zion Trail in Big Santa Anita Canyon.  The bird was singing in chaparral. /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
351,United States,16,Bewick's Wren,112498,XC112498.mp3,https://www.xeno-canto.org/112498/download,Thryomanes,33.0775,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Lake Hodges, San Diego, California, United States",-117.1159,Liam Wolff,https://www.xeno-canto.org/contributor/AVYFOFKBJY,https://www.xeno-canto.org/sounds/uploaded/AVYFOFKBJY/ffts/XC112498-med.png,bewickii,alarm call,"XC112498 © Liam Wolff // Lake Hodges, San Diego, California (33.0775, -117.1159), United States // 100m // 11:30h, 2012-08-02 // alarm call // The Bewick's Wren is the two ""chree"" notes in the first few seconds. / Foreground noise (sharp chinking note, most noticeable) is a California Ground Squirrel. / Background noise: people, cracking branches (unknown source), wind, and Crows. /  / bird-seen:yes /  / playback-used:no // also:  American Crow",Bewick's Wren (Thryomanes bewickii)
352,United States,17,Bewick's Wren,319939,XC319939.mp3,https://www.xeno-canto.org/319939/download,Thryomanes,32.6814,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Bonita, San Diego County, California, United States",-117.027,Tiffany Towery,https://www.xeno-canto.org/contributor/TYCXLPVVEE,https://www.xeno-canto.org/sounds/uploaded/TYCXLPVVEE/ffts/XC319939-med.png,bewickii,song,"XC319939 © Tiffany Towery // Bonita, San Diego County, California (32.6814, -117.027), United States // 60m // 10:00h, 2016-06-01 // song // Morning song. /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
353,United States,18,Bewick's Wren,109856,XC109856.mp3,https://www.xeno-canto.org/109856/download,Thryomanes,37.2913,http://creativecommons.org/licenses/by-sa/3.0/,"Picchetti Ranch Open Space Preserve, Santa Clara, California, United States",-122.0845,Jonathon Jongsma,https://www.xeno-canto.org/contributor/OJMFAOUBDU,https://www.xeno-canto.org/sounds/uploaded/OJMFAOUBDU/ffts/XC109856-med.png,bewickii,call,"XC109856 © Jonathon Jongsma // Picchetti Ranch Open Space Preserve, Santa Clara, CA (37.2913, -122.0845), United States // 240m // 09:41h, 2012-09-09 // call //  /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
354,United States,18,Bewick's Wren,389536,XC389536.mp3,https://www.xeno-canto.org/389536/download,Thryomanes,38.6269,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Rancho Cordova, American River Parkway, Rossmoor Bar Access, United States",-121.2953,Dan Kopp,https://www.xeno-canto.org/contributor/ZSYFZCZRJA,https://www.xeno-canto.org/sounds/uploaded/ZSYFZCZRJA/ffts/XC389536-med.png,bewickii,"construction equipment, song, wind","XC389536 © Dan Kopp // Rancho Cordova, American River Parkway, Rossmoor Bar Access (38.6269, -121.2953), United States // 20m // 10:54h, 2017-09-21 // construction equipment, song, wind // Unmodified recording in riparian habitat. Bird began singing from cover then came out to edge of sand bar willow. This species tends to sing throughout the year but this particular song was a bit unique. /  / bird-seen:yes /  / playback-used:no // also:  Acorn Woodpecker",Bewick's Wren (Thryomanes bewickii)
355,United States,18,Bewick's Wren,294191,XC294191.mp3,https://www.xeno-canto.org/294191/download,Thryomanes,37.369,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Bishop, Inyo County, California, United States",-118.398,David Vander Pluym,https://www.xeno-canto.org/contributor/IBYEFBUOWZ,https://www.xeno-canto.org/sounds/uploaded/IBYEFBUOWZ/ffts/XC294191-med.png,bewickii,call,"XC294191 © David Vander Pluym // Bishop, Inyo County, California (37.369, -118.398), United States // 1300m // 09:50h, 2015-11-28 // call // High pass filter ran and amplified. Raven in background possibly same as XC294189 and XC294190. /  / bird-seen:yes /  / playback-used:no // also:  Northern Raven",Bewick's Wren (Thryomanes bewickii)
356,United States,18,Bewick's Wren,309472,XC309472.mp3,https://www.xeno-canto.org/309472/download,Thryomanes,32.7371,http://creativecommons.org/licenses/by-nc-sa/4.0/,"San Diego, San Diego County, California, United States",-117.0636,Peter Nguyen,https://www.xeno-canto.org/contributor/HUHPOVNRWM,https://www.xeno-canto.org/sounds/uploaded/HUHPOVNRWM/ffts/XC309472-med.png,bewickii,song,"XC309472 © Peter Nguyen // San Diego, San Diego County, California (32.7371, -117.0636), United States // 130m // 13:00h, 2016-03-29 // song // I was sitting next to it about 8 feet away. /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
357,United States,18,Bewick's Wren,313900,XC313900.mp3,https://www.xeno-canto.org/313900/download,Thryomanes,35.1303,http://creativecommons.org/licenses/by-nc-sa/4.0/,"San Luis Obispo County, California, United States",-119.9624,Karen Converse,https://www.xeno-canto.org/contributor/ESJGANLDAH,https://www.xeno-canto.org/sounds/uploaded/ESJGANLDAH/ffts/XC313900-med.png,bewickii,"alarm call, call","XC313900 © Karen Converse // San Luis Obispo County, California (35.1303, -119.9624), United States // 650m // 07:36h, 2016-04-14 // alarm call, call // Audio file edited to remove extraneous sounds and highlight the target bird. /  / bird-seen:no /  / playback-used:no // also:  California Towhee",Bewick's Wren (Thryomanes bewickii)
358,United States,20,Bewick's Wren,395753,XC395753.mp3,https://www.xeno-canto.org/395753/download,Thryomanes,33.6429,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Lake Forest, Orange County, California, United States",-117.6821,Kat Avila,https://www.xeno-canto.org/contributor/SPFCZPOKRX,https://www.xeno-canto.org/sounds/uploaded/SPFCZPOKRX/ffts/XC395753-med.png,bewickii,song,"XC395753 © Kat Avila // Lake Forest, Orange County, California (33.6429, -117.6821), United States // 170m // 11:59h, 2017-12-10 // song // Recorded in a cemetery with pine, sycamore, and other trees. Background noise includes my footsteps as I tried to get closer to find the bird. /  / bird-seen:no /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
359,United States,21,Bewick's Wren,408453,XC408453.mp3,https://www.xeno-canto.org/408453/download,Thryomanes,34.04,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Scorpion Canyon, Santa Cruz Island, CA, United States",-119.577,Frank Lambert,https://www.xeno-canto.org/contributor/YTUXOCTUEM,https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC408453-med.png,bewickii,call,"XC408453 Â© Frank Lambert // Scorpion Canyon, Santa Cruz Island, CA (34.04, -119.577), United States // 50m // 10:50h, 2015-05-04 // call // collecting nesting material. Same as  XC408452 /  / bird-seen:yes /  / playback-used:no",Bewick's Wren (Thryomanes bewickii)
360,United States,3,Black Phoebe,297441,XC297441.mp3,https://www.xeno-canto.org/297441/download,Sayornis,35.9792,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Sequoia National Forest, Tulare County, California, United States",-118.3637,Ross Gallardy,https://www.xeno-canto.org/contributor/FNIOJOZADD,https://www.xeno-canto.org/sounds/uploaded/FNIOJOZADD/ffts/XC297441-med.png,nigricans,call,"XC297441 © Ross Gallardy // Sequoia National Forest, Tulare County, California (35.9792, -118.3637), United States // 2800m // 09:00h, 2015-03-17 // call //  /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
361,Mexico,7,Black Phoebe,339897,XC339897.mp3,https://www.xeno-canto.org/339897/download,Sayornis,32.5372,http://creativecommons.org/licenses/by-nc-sa/4.0/,"parque de la amistad, Tijuana, Baja California, Mexico",-116.9394,Manuel Grosselet,https://www.xeno-canto.org/contributor/ILUHRFXDNU,https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC339897-med.png,nigricans,"call, male","XC339897 © Manuel Grosselet // parque de la amistad, Tijuana, Baja California (32.5372, -116.9394), Mexico // 140m // 18:00h, 2016-10-23 // call, male // wildtronics mono amplified DR05 /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans semiater)
362,United States,7,Black Phoebe,318152,XC318152.mp3,https://www.xeno-canto.org/318152/download,Sayornis,32.7257,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Yuma East Wetlands, Yuma, Arizona, United States",-114.6074,Bobby Wilcox,https://www.xeno-canto.org/contributor/YHKQPPJDVP,https://www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC318152-med.png,nigricans,"male, song","XC318152 © Bobby Wilcox // Yuma East Wetlands, Yuma, Arizona (32.7257, -114.6074), United States // 40m // 05:00h, 2016-05-23 // male, song // About 15ft away on a railing.  Sings from this same spot every morning before dawn. /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
363,United States,7,Black Phoebe,192053,XC192053.mp3,https://www.xeno-canto.org/192053/download,Sayornis,32.5458,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California, United States",-117.0737,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC192053-med.png,nigricans,call,"XC192053 © Paul Marvin // Monument Rd, Tijuana River Valley, San Diego, California (32.5458, -117.0737), United States // 10m // 08:00h, 2012-10-22 // call //  /  / bird-seen:yes /  / playback-used:no // also:  Audubon's Warbler",Black Phoebe (Sayornis nigricans)
364,United States,8,Black Phoebe,486566,XC486566.mp3,https://www.xeno-canto.org/486566/download,Sayornis,32.554,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Bird and Butterfly Garden, Tijuana River Valley Regional Park, San Diego Co, California, United States",-117.0852,Paul Marvin,https://www.xeno-canto.org/contributor/RFTXRYBVBX,https://www.xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC486566-med.png,nigricans,flight call,"XC486566 Â© Paul Marvin // Bird and Butterfly Garden, Tijuana River Valley Regional Park, San Diego Co, California (32.5555, -117.0846), United States // 10m // 07:45h, 2019-07-09 // flight call // pair interacted in flight /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
365,United States,8,Black Phoebe,353665,XC353665.mp3,https://www.xeno-canto.org/353665/download,Sayornis,34.4146,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Devereaux Slough, Santa Barbara County, California, United States",-119.8765,Antonio Xeira,https://www.xeno-canto.org/contributor/PJVICFDZGZ,https://www.xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC353665-med.png,nigricans,song,"XC353665 © Antonio Xeira // Devereaux Slough, Santa Barbara County, California (34.4146, -119.8765), United States // 0m // 10:30h, 2016-08-23 // song // Editing: High-pass filter, cutoff frequency 1kHz, some amplification. /  / Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun. /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
366,United States,10,Black Phoebe,110655,XC110655.mp3,https://www.xeno-canto.org/110655/download,Sayornis,34.8,http://creativecommons.org/licenses/by-nc-nd/2.5/,"Havasu NWR, Mohave County, Arizona, United States",-114.522,Lauren Harter,https://www.xeno-canto.org/contributor/YQNGFTBRRT,https://www.xeno-canto.org/sounds/uploaded/YQNGFTBRRT/ffts/XC110655-med.png,nigricans,Song,"XC110655 © Lauren Harter // Havasu NWR, Mohave County, Arizona (34.8, -114.522), United States // 150m // 07:00h, 2012-07-21 // Song",Black Phoebe (Sayornis nigricans)
367,United States,10,Black Phoebe,277800,XC277800.mp3,https://www.xeno-canto.org/277800/download,Sayornis,40.8702,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Arcata, Humboldt County, California, United States",-124.1157,Elias Aristides Elias,https://www.xeno-canto.org/contributor/TLBLXAJUMV,https://www.xeno-canto.org/sounds/uploaded/TLBLXAJUMV/ffts/XC277800-med.png,nigricans,call,"XC277800 © Elias Aristides Elias // Arcata, Humboldt County, California (40.8623, -124.0885), United States // 10m // 20:00h, 2015-09-04 // call // This 10 second recording documents a twittering vocalization of a unknown age, unknown sex Black Phoebe (maybe 2 they were roosting side-by-side) shortly after arriving at its night roost. Youâll have to forgive the car horn and the skateboard wheels. /  / More details of the context of this recording may be found here: <http://ebird.org/ebird/view/checklist?subID=S24892258> /  / This recording was made with an iPhone 4s with a Sennheiser mic and RÃ¸de Rec application. This is an unedited and unmodified recording of the natural spacing of this bird's utterances. /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
368,United States,11,Black Phoebe,351292,XC351292.mp3,https://www.xeno-canto.org/351292/download,Sayornis,35.1095,http://creativecommons.org/licenses/by-nc-sa/4.0/,"Oceano Campground, Pismo State Beach, California, United States",-120.6257,Antonio Xeira,https://www.xeno-canto.org/contributor/PJVICFDZGZ,https://www.xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC351292-med.png,nigricans,song,"XC351292 © Antonio Xeira // Oceano Campground, Pismo State Beach, California (35.1095, -120.6257), United States // 0m // 06:00h, 2016-08-24 // song // Heard at sun rise, I think it's a Barn Owl but need confirmation. /  / Editing: High-pass filter, cutoff frequency 1kHz, some amplification. /  / Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun. /  / bird-seen:yes /  / playback-used:no",Black Phoebe (Sayornis nigricans)
